Machine_ID,Temperature,Run_Time,Downtime_Flag
1,63.0852841867953,165.6762654991543,0
2,62.348939953599995,153.1410311362888,0
3,95.31272902605184,115.13226133965908,0
4,62.477309992475305,191.25338157877468,0
5,63.59748630643155,40.89442859015215,0
6,87.96991312089818,22.74357785161466,0
7,72.486992122527,170.93843142412902,0
8,88.83552784775907,88.39081351011592,0
9,53.26830787821926,169.54680198720504,0
10,74.37855968366921,178.72495083388756,0
11,51.680680009164135,13.429061130195215,0
12,53.13266017276773,176.80948783422608,0
13,95.32187266722055,90.21549201851501,0
14,56.96226855587976,102.57606531184221,0
15,76.62103411376086,125.69190970754883,0
16,70.55478013003533,185.35013873928727,0
17,67.36716631294213,4.804102791523042,0
18,94.99166728436361,95.89185019524561,0
19,51.091169838774476,137.85668644368158,0
20,83.18948430877946,144.81868458194745,0
21,98.16972171067752,138.8139538758845,0
22,78.0084091730921,27.75259075221625,0
23,96.84112310165459,60.57972208596456,0
24,52.612893964301186,72.38438955798568,0
25,70.93966595370807,161.0830043282215,0
26,63.007889548102554,56.47321461049605,0
27,86.54104824903649,42.93028780957343,0
28,99.06485452486234,191.53215578858115,1
29,62.82650312221239,2.763793737580311,0
30,82.70873007370372,199.56635028071366,0
31,59.904881637987,135.68743847262172,0
32,78.2665127285805,165.8653905903743,0
33,73.19662433441681,59.62925987289244,0
34,98.60026648157685,3.8487402557449357,0
35,80.42636363482333,147.83603419374447,0
36,67.47531860434094,166.99477480313448,0
37,55.704789244396665,148.3547502587503,0
38,57.56234143674673,29.42720717286688,0
39,61.26584649756175,150.93215652913685,0
40,62.5483330670149,154.01563363942054,0
41,92.5308028920569,132.04956261834093,0
42,78.06113941412625,153.45707062632167,0
43,76.16954556871832,169.33836649586868,0
44,55.73844359346087,123.10721873325423,0
45,93.00698466747176,18.632338079966132,0
46,86.14071516042418,98.03793412377496,0
47,53.38341809500008,16.45221759964941,0
48,85.39175486148844,82.10106317545373,0
49,77.1769108671323,82.0141913359999,0
50,54.08626728733891,14.135958983908074,0
51,72.91503207643282,70.41528625992639,0
52,74.23481435650234,23.088621659471652,0
53,58.28872700816379,161.8388067918352,0
54,97.28490735001412,189.5899171669297,1
55,92.4987685740331,15.390978576329783,0
56,83.45111686645541,191.0679262510486,0
57,73.11477805003037,104.99274326801229,0
58,70.58827707922542,60.61356991282091,0
59,82.5486733575477,16.29555297995654,0
60,77.27159347034527,100.62422934601315,0
61,53.11365529409428,159.108593353659,0
62,75.62513243851659,141.71020897607292,0
63,90.32018086164197,10.994976281330779,0
64,72.96199387984791,15.507465238212799,0
65,52.59782887771342,81.17178324389478,0
66,89.31390996920166,59.76280831554071,0
67,60.06818910679872,47.24448028815352,0
68,62.93104174440194,56.919895282834005,0
69,58.235317671614794,160.89306591608005,0
70,66.51075324357488,185.91638267273893,0
71,87.83757528443175,81.61543621098572,0
72,75.96929297519686,181.3160894243669,0
73,60.24406370753563,64.97764454832851,0
74,93.89150390760204,95.81096028241453,0
75,93.97909274757646,45.979770565383944,0
76,93.52892125230034,128.45473239299295,0
77,61.93981056907697,195.81724191978697,0
78,72.56196720904941,121.09512611263234,0
79,99.24948280704376,72.20500273859622,0
80,88.60062381549952,129.91567175211514,0
81,51.35837106127799,25.461215014612126,0
82,53.2602295630246,177.84315697281434,0
83,73.19656884061664,101.11370620518744,0
84,95.461010293078,90.42059866588878,0
85,76.93508989763572,117.58709290225032,0
86,74.89062540171452,125.33198869509108,0
87,55.27368499783153,15.283385439076092,0
88,82.8390052362147,136.84082702345708,0
89,91.10515803001127,49.144404382790384,0
90,69.02100037537812,143.07657386881138,0
91,88.78059254626638,164.68442408245517,1
92,98.22383269504058,160.98774300295153,1
93,60.188322956384454,110.94769251416993,0
94,76.16648155973706,104.51380856983948,0
95,64.35689790422877,29.43231630654293,0
96,89.64272095169197,155.29388393022398,1
97,78.87966829405788,55.01046670889616,0
98,81.72912087751519,99.84238914077136,0
99,89.8957079807947,57.57054449257583,0
100,69.79852363312274,27.631844236938935,0
101,95.75450342035217,126.28198168145558,0
102,76.65144336230699,11.812074929757863,0
103,57.8977411417674,149.9804015911138,0
104,84.79495590844013,64.1997722569622,0
105,89.66306752191272,1.0268039078925786,0
106,65.83808385337633,102.71469870820873,0
107,92.85896284993765,10.323529796993022,0
108,95.30716273828833,55.95774200635899,0
109,63.84522436889045,141.68832100368752,0
110,99.1760736357611,13.475234702751306,0
111,57.03557640243792,168.02835997884446,0
112,60.1007834201245,1.7601646090580385,0
113,59.21124196190131,50.11794997117855,0
114,94.69948550039352,148.43990717426223,0
115,82.7146276162481,63.93775979613205,0
116,57.60521416111364,21.276585225136692,0
117,72.01617091841744,72.68654984128514,0
118,80.76490125349011,54.80826399052058,0
119,54.173204249469165,168.69966852995043,0
120,94.12081842036693,63.35623559944349,0
121,90.18017677207675,157.99756188342545,1
122,75.26033867883191,178.48255681733622,0
123,98.35633076295852,87.32966649572937,0
124,70.88804896375498,182.07868562702402,0
125,99.20551595182489,76.08629273867538,0
126,83.39599994018135,192.85160488153153,0
127,81.73356366269707,18.76861538058901,0
128,58.29774476478925,137.7168340341453,0
129,94.0963879152322,99.26899405092881,0
130,71.37448439603077,78.14211228567376,0
131,58.111670289123964,126.90966387097158,0
132,50.630375998787954,141.06756123523192,0
133,77.98778418191912,1.8682906604115084,0
134,76.36998110613382,34.22366466069254,0
135,85.96768111845793,142.8961640762294,0
136,94.51290265089011,133.61069730206307,0
137,53.97032923215148,193.24345352060678,1
138,86.57482451701811,152.4465202599058,1
139,59.37059720487911,190.20376883853626,1
140,92.9088526578582,140.80555980542658,0
141,90.95317569308281,60.31238951924919,0
142,77.03968774927722,21.967619527920437,0
143,85.51213993116558,156.5829488056422,1
144,65.71750565918742,129.18569507370728,0
145,73.55839494664073,10.58901646626595,0
146,91.08184488552358,72.65004271429468,0
147,72.96325985866069,191.40316328137294,0
148,67.88991326627209,100.57982799633004,0
149,74.710622362515,87.11309806792123,0
150,91.41246262186093,92.0822214266995,0
151,66.76040236854364,42.56766207702758,0
152,58.68807965678719,74.37272700209425,0
153,85.60070101653903,74.59283794144815,0
154,91.2989106354041,11.418649017307008,0
155,55.031873926176665,153.74595807506574,0
156,61.993705637797234,83.88438194887192,0
157,57.09859948804969,164.61379747646822,0
158,67.39707057910833,170.21925222285918,0
159,72.51754894527063,43.186816885032954,0
160,87.44131684816531,131.8133429518556,0
161,82.5573792440837,94.98407902843336,0
162,81.04642837392156,176.15119084637553,0
163,67.61874733048272,43.93239515611437,0
164,92.072377654238,135.8848268616988,0
165,73.56435836990823,121.94267232829179,0
166,98.95524690075773,59.764994036794725,0
167,81.70710691478683,28.18357982658335,0
168,56.313237078225136,130.67631233497804,0
169,83.80887810377169,147.9808941683338,0
170,66.25520077158495,63.80984140890665,0
171,84.31635983430488,129.32168820044043,0
172,53.48205740812028,79.63105061468914,0
173,58.744071858797966,142.92816977324094,0
174,92.78686294528931,40.64383970391657,0
175,61.358977851175744,178.1527855245987,0
176,91.852056262147,58.194509696650364,0
177,63.96380442272052,74.18941156347442,0
178,82.14409550293539,12.560298463989607,0
179,84.70752867549155,23.190930251934002,0
180,75.63273765725265,103.6565186397533,0
181,65.26553383483656,54.25094266886633,0
182,60.632218818554804,167.2605649226967,0
183,51.659467728121314,3.9239843423358147,0
184,65.1973200620362,76.4397156857153,0
185,82.65813952656416,68.13176380704944,0
186,96.91524092242413,4.846198552602607,0
187,93.5602241131526,25.749311401101533,0
188,88.30323882676512,83.31489230880842,0
189,89.42236716266493,99.08005230504187,0
190,83.24924517379976,81.45365970371896,0
191,63.01434287830015,106.65659800400667,0
192,95.3597515352915,119.43120330623063,0
193,83.53661559529169,2.9748404044392904,0
194,78.02203154902199,93.35493673124728,0
195,55.54947346067405,192.73634893663007,1
196,72.35277719032126,104.28742374578019,0
197,73.01791356009632,135.8309112243317,0
198,93.2281804761335,63.06090772545976,0
199,77.33241100938943,155.02428425239975,0
200,69.02002744852048,154.8113748933469,0
201,98.84001642553297,104.73791348317366,0
202,55.536029666315784,195.2267508325635,1
203,71.12742141559723,25.984492737768022,0
204,52.10123375857027,4.372585313026618,0
205,86.99520603834651,154.2614841396621,1
206,95.90382760995753,161.62395193561161,1
207,64.00186647752447,24.921238594994673,0
208,92.91708383995604,53.85098375876261,0
209,64.61091152309488,4.492920309959153,0
210,95.53850808219576,59.36841354533237,0
211,87.6980951798392,154.85523290981564,1
212,90.24533884207193,104.07414501480321,0
213,50.90032778002273,70.27102304048933,0
214,98.1405178537013,74.97611968635972,0
215,86.33354960351616,1.2693715173781626,0
216,65.23755476930667,60.66030498548194,0
217,91.46973324294234,129.64528958594818,0
218,64.0760599207465,194.86469431945505,0
219,93.6376919783064,169.565104569796,1
220,55.62901952059685,5.695397964460296,0
221,85.18429887303978,179.81356033029303,1
222,77.03492383224551,156.85648424642656,0
223,54.82672350977204,156.2948485906251,0
224,62.09469141294195,92.14115604171073,0
225,50.62020181386574,80.20305329794606,0
226,73.43839827322529,61.28023003780533,0
227,65.06326303800002,14.07327693191879,0
228,79.91787421488795,46.418837335246124,0
229,64.86189038543085,50.0741233606269,0
230,64.99595557534923,97.33133687233011,0
231,87.15965993658017,149.7414369127421,0
232,52.40714179891767,95.28815585119138,0
233,95.14474975959936,12.511045439984962,0
234,92.61319371955906,191.60017039665257,1
235,83.39023416132034,188.60213949972834,0
236,79.66107850536922,157.25271908653326,0
237,94.61512490698262,198.2742524112799,1
238,59.26650897643572,109.35198422725232,0
239,53.948458109541434,192.590901700388,1
240,61.9755084954769,16.045403082733404,0
241,89.72891393500952,73.77046890401289,0
242,51.733513336324165,45.8508723333464,0
243,79.14034175417449,39.97078374271974,0
244,99.7718758095655,29.01978682964254,0
245,92.78480469187697,124.86031467163333,0
246,76.07228445217947,156.48304929371372,0
247,53.18204546433212,116.08138148465177,0
248,91.5686757192855,30.245579208053726,0
249,79.94892540886053,162.4136302167607,0
250,55.746649852978344,127.55498672558197,0
251,54.69286424116781,78.2449755192721,0
252,95.48134097182961,135.15192881167653,0
